CompoundID,InChIKey,SMILES,logS,logP,MW
A-4538,OZJPLYNZGCXSJM-UHFFFAOYSA-N,O=C1CCCCO1,0.999492173,0.7135,100.117
A-4539,WCVRQHFDJLLWFE-UHFFFAOYSA-N,CCCC(O)CO,0.982344896,0.1397,104.149
A-4540,ALQSHHUCVQOPAS-UHFFFAOYSA-N,OCCCCCO,0.982344896,0.1413,104.149
A-4544,AOHJOMMDDJHIJH-UHFFFAOYSA-N,CC(N)CN,1.130023576,-0.7077,74.127
A-4545,XBDQKXXYIPTUBI-UHFFFAOYSA-N,CCC(O)=O,1.130304889,0.481,74.079
A-4546,SAQSTQBVENFSKT-UHFFFAOYSA-M,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,0.731962893,-2.8895,185.369
A-4547,NTHKAJBKFNFLHL-WPYDVODASA-J,[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CC(C)O)CC(C)O)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-0.086773993,-10.0302,1221.164
A-4548,DXJLCRNXYNRGRA-UHFFFAOYSA-M,[I-].CCCC[N+](C)(CCCC)CCCC,0.485061956,0.8373,327.294
A-4549,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F,0.943011346,0.6333,114.022
A-4551,FSSPGSAQUIYDCN-UHFFFAOYSA-N,O=[S]1(=O)CCCO1,-0.086875694,-0.2635,122.145
A-4553,YAKFHPREDNNSFX-SEPHDYHBSA-L,[Na+].[Na+].Nc1ccc(\C=C\c2ccc(N)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,-0.617390402,-5.1624,414.372
A-4556,JUWHRRAPBUAYTA-UHFFFAOYSA-K,[Y+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,-0.424943674,-3.7339,266.038
A-4557,ZAJAQTYSTDTMCU-UHFFFAOYSA-N,Nc1cccc(c1)[S](O)(=O)=O,-1.20510658,0.5155,173.193
A-4558,AKYHKWQPZHDOBW-UHFFFAOYSA-N,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1.O[S](O)(=O)=O,-1.592406042,2.5204,422.503
A-4559,FORBXGROTPOMEH-UHFFFAOYSA-N,OC(=O)c1cc(Br)nn1c2ncccc2Cl,-1.448934642,2.3814,302.515
A-4560,HVZJRWJGKQPSFL-UHFFFAOYSA-N,CCC(C)(C)OC,-0.979563677,1.8214,102.177
A-4567,ZBFFNPODXBJBPW-UHFFFAOYSA-N,CC(=O)C(O)c1ccccc1,-1.176603424,1.309,150.177
A-4569,PRKQVKDSMLBJBJ-UHFFFAOYSA-N,N.N.OC(O)=O,-0.982660114,0.5464,96.086
A-4570,PYOKUURKVVELLB-UHFFFAOYSA-N,COC(OC)OC,-1.025801334,0.2092,106.121
A-4571,QEJPOEGPNIVDMK-UHFFFAOYSA-N,OCC(CBr)(CBr)CBr,-2.226109519,2.1498,324.838
A-4572,AKLDPNVZTZIVFA-UHFFFAOYSA-N,Nc1cc(Cl)c(Cl)cc1[S](O)(=O)=O,-2.105210692,1.8223,242.083
A-4576,ZCUJYXPAKHMBAZ-UHFFFAOYSA-N,[nH]1ccnc1c2ccccc2,-1.88938304,2.0767,144.177
A-4577,YRUOECKPPZQJHI-UHFFFAOYSA-N,[Sr].OC(C(O)C(O)=O)C(O)=O,-2.1065272,-2.5034,237.706
A-4579,LFOUYKNCQNVIGI-UHFFFAOYSA-N,OCCNc1ccccc1[N+]([O-])=O,-1.993326586,0.999,182.179
A-4580,VQBXUKGMJCPBMF-UHFFFAOYSA-M,Cc1oncc1C([O-])=O,-1.05536111,-0.65348,126.091
A-4582,QAQCUBLNHBKTRM-UHFFFAOYSA-N,CC1CC=C(C)C(=O)C1C,-1.885266962,2.1777,138.21
A-4584,ODUSECXQXODQGI-UHFFFAOYSA-N,[Mn++].CCCCC(CC)C(O)=O,-2.043912167,2.2849,199.152
A-4587,NCZPCONIKBICGS-UHFFFAOYSA-N,CCCCC(CC)COCC(O)CO,-2.055017119,1.5726,204.31
A-4588,QHMDKGRWJVOUFU-UHFFFAOYSA-N,NC(=O)c1ccc(Cl)c(N)c1,-1.976703976,1.0211,170.599
A-4589,ZUWHJJGOYZUNDW-UHFFFAOYSA-N,COc1cc(N[S](=O)(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c3c1N,-2.355850446,2.8536,408.435
A-4591,VAGOJLCWTUPBKD-UHFFFAOYSA-N,C1OC1COc2cccc(c2)N(CC3CO3)CC4CO4,-2.192561189,1.0682,277.32
A-4592,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.642308875,1.6866,78.114
A-4593,UKJARPDLRWBRAX-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2,-2.350745656,4.3444,394.692
A-4597,LXOFYPKXCSULTL-UHFFFAOYSA-N,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,-2.124350764,2.584,226.36
A-4598,CQEYYJKEWSMYFG-UHFFFAOYSA-N,CCCCOC(=O)C=C,-1.877340851,1.5157,128.171
A-4600,VLDFMKOUUQYFGF-UHFFFAOYSA-N,CCCCOCc1ccc(O)c(OC)c1,-2.094896806,2.7175,210.273
A-4601,ZALVJCYWUBQENP-UHFFFAOYSA-N,[H+].[Cl-].Nc1cc(Cl)ccc1Cl,-2.07500028,-0.3079,198.48
A-4602,OIDZHGLUIRZPNM-XUZVGNKESA-L,[Na+].[Na+].CCCCCCCCCCCC(=O)O[C@@H](C)C[S]([O-])(=O)=O.CCCCCCCCCCCC(=O)O[C@H](C)C[S]([O-])(=O)=O,-2.618046836,0.7764,688.898
A-4604,DYCLHZPOADTVKK-UHFFFAOYSA-N,Nc1scc(CC(O)=O)n1,-1.981673118,0.3524,158.182
A-4605,XXZATAXHOSMHKY-UHFFFAOYSA-P,N#CC1(CC[NH+](CC1)Cc2ccccc2)[NH+]3CCCCC3,-2.245992211,0.19648,285.435
A-4606,WAVOOWVINKGEHS-UHFFFAOYSA-N,CCN(CC)c1cccc(O)c1,-2.011278797,2.2384,165.236
A-4607,SNIOPGDIGTZGOP-UHFFFAOYSA-N,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-2.152068465,-1.0201,227.085
A-4610,ZDBCSZOFHPULAS-UHFFFAOYSA-N,COC(=O)C=C1CCCC1,-1.942572269,1.6598,140.182
A-4613,HPUPGAFDTWIMBR-UHFFFAOYSA-N,C[P](=O)(Oc1ccccc1)Oc2ccccc2,-2.201708674,3.9673,248.218
A-4616,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1,-1.792409766,1.8257,96.104
A-4617,HHURSJAUVYNJBT-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCCCCCCO[S]([O-])(=O)=O,-2.366992667,2.3386,358.52
A-4620,OVRWUZYZECPJOB-UHFFFAOYSA-N,NCC(F)F,0.522530377,0.2102,81.065
A-4623,LPTITAGPBXDDGR-UHFFFAOYSA-N,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-2.415352911,-0.3674,390.341
A-4624,VNGAHMPMLRTSLF-UHFFFAOYSA-N,CC(C)(CO)Cc1ccccc1,-2.042313822,2.2476,164.248
A-4625,AWMVMTVKBNGEAK-UHFFFAOYSA-N,C1OC1c2ccccc2,-1.906541121,1.7579,120.151
A-4627,OPQYOFWUFGEMRZ-UHFFFAOYSA-N,CC(C)(C)OOC(=O)C(C)(C)C,-2.067961594,2.3058,174.24
A-4628,BOTDANWDWHJENH-UHFFFAOYSA-N,CCO[Si](OCC)(OCC)OCC,-2.145565545,1.568,208.33
A-4629,XMLSXPIVAXONDL-PLNGDYQASA-N,CC\C=C/CC1=C(C)CCC1=O,-2.045238375,3.0221,164.248
A-4630,FPYUJUBAXZAQNL-UHFFFAOYSA-N,Clc1ccccc1C=O,-1.980572221,2.1525,140.569
A-4631,NGFPWHGISWUQOI-UHFFFAOYSA-N,CCC(C)c1ccccc1O,-2.012377793,2.9057,150.221
A-4634,QZQNMMLYACBCMJ-UHFFFAOYSA-N,CCCCCCCCN(CCO)CCO,-2.191037603,1.6335,217.353
A-4639,NBDAHKQJXVLAID-UHFFFAOYSA-N,OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,-2.178419855,0.9912,211.129
A-4641,YNYQQXPCRFXFIH-UHFFFAOYSA-M,[Na+].Cc1ccc(cc1)[S](=O)(=O)Oc2ccc(Nc3cc(c(N)c4C(=O)c5ccccc5C(=O)c34)[S]([O-])(=O)=O)cc2,-2.622198475,0.77202,586.579
A-4642,DFWQXANLGSXMKF-UHFFFAOYSA-N,CCOC(=O)N[S](=O)(=O)c1ccc(C)cc1,-2.243098748,1.42982,243.284
A-4644,QSSGIYRIEKPVTG-UHFFFAOYSA-L,[Ca++].CCCCCCCCC([O-])=O.CCCCCCCCC([O-])=O,-2.412949573,2.593,354.544
A-4645,GKASDNZWUGIAMG-UHFFFAOYSA-N,CCOC(OCC)OCC,-2.040520296,1.3795,148.202
A-4647,PQXKHYXIUOZZFA-UHFFFAOYSA-M,[Li+].[F-],-1.290101588,-5.992,25.939
A-4648,DMLHJLWUADABON-UHFFFAOYSA-N,CCCCCCCCC(=O)N(C)C,-2.144049559,2.8252,185.311
A-4649,ICLCCFKUSALICQ-UHFFFAOYSA-N,Cc1cc(ccc1N=C=O)c2ccc(N=C=O)c(C)c2,-2.308127519,3.90504,264.284
A-4652,BWHOZHOGCMHOBV-BQYQJAHWSA-N,CC(=O)\C=C\c1ccccc1,-2.050971343,2.2888,146.189
A-4654,UMTNMIARZPDSDI-UHFFFAOYSA-N,Oc1ccc(cc1)C2NC(=O)NC2=O,-2.17310492,0.2727,192.174
A-4655,BRMSVEGRHOZCAM-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCC(=O)OCC[S]([O-])(=O)=O,-2.408479245,-0.0003,330.422
A-4658,GZGZVOLBULPDFD-UHFFFAOYSA-N,Nc1ccc(NCCO)c(c1)[N+]([O-])=O,-2.191089976,0.5812,197.194
A-4659,NCYQVRNLBAYSLE-UHFFFAOYSA-N,CC(O)CC(C)(C)c1ccccc1,-2.147286724,2.7351,178.275
A-4661,KJCVRFUGPWSIIH-UHFFFAOYSA-N,Oc1cccc2ccccc12,-2.061973923,2.5454,144.173
A-4662,BRPSAOUFIJSKOT-UHFFFAOYSA-N,Nc1cccc(Cl)c1Cl,-2.130384701,2.5756,162.019
A-4663,WRZOMWDJOLIVQP-UHFFFAOYSA-N,Cc1ccc(Cl)cc1N,-2.071885074,2.23062,141.601
A-4664,BGRWYDHXPHLNKA-UHFFFAOYSA-N,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,-2.279225735,-0.2236,228.248
A-4665,ZBJCYZPANVLBRK-UHFFFAOYSA-N,CC(C)C1CCC(C)CC12OCC(CO)O2,-2.279385535,2.1826,228.332
A-4666,DCWBGUSTCFJTDR-UHFFFAOYSA-N,[Na+].[Na+].CC(C)(c1ccc(O[S](=O)(=O)c2cccc(NNC3=C4C(=O)C=C(C=C4C=CC3=N)[S](O)(=O)=O)c2)cc1)c5ccc(O[S](=O)(=O)c6cccc(NNC7=C8C(=O)C=C(C=C8C=CC7=N)[S](O)(=O)=O)c6)cc5,-2.956287317,-0.36216,1085.097
A-4667,DULCUDSUACXJJC-UHFFFAOYSA-N,CCOC(=O)Cc1ccccc1,-2.136202486,1.7922,164.204
A-4668,GQPLMRYTRLFLPF-UHFFFAOYSA-N,[N-]=[N+]=O,-1.564399726,-0.1584,44.013
A-4669,MHHGZCMFNNAVCQ-UHFFFAOYSA-M,[Na+].Cc1cc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)cc(c1C)[S](=O)(=O)NCCO,-2.674843542,-1.41666,567.577
A-4671,JLVIHQCWASNXCK-UHFFFAOYSA-N,CCCCc1[nH]c(Cl)c(C=O)n1,-2.199127372,2.2182,186.642
A-4676,NPFVOOAXDOBMCE-PLNGDYQASA-N,CC\C=C/CCOC(C)=O,-2.111500803,1.9058,142.198
A-4678,JSCJSXHNBIXPBU-UHFFFAOYSA-N,CCCCN1C(=O)C=C(C)C(=C1O)C#N,-2.272990744,1.5341,206.245
A-4679,PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,-2.179290593,2.3533,166.22
A-4680,XVEASTGLHPVZNA-UHFFFAOYSA-N,ClCC(Cl)C=C,-2.055510379,2.0186,124.998
A-4682,VRSRNLHMYUACMN-UHFFFAOYSA-H,[Li+].[Li+].[Li+].[F-].[F-].[F-].[F-].[F-].[F-].[Al+3],-2.167567043,-27.3448,161.793
A-4683,WPPOGHDFAVQKLN-UHFFFAOYSA-N,CCCCCCCCN1CCCC1=O,-2.257749011,2.9693,197.322
A-4684,CBVWMGCJNPPAAR-CMDGGOBGSA-N,CCC(C)C\C(CC)=N\O,-2.130728127,2.6628,143.23
A-4685,QJPXLCQSAFQCBD-UHFFFAOYSA-M,[Br-].C[N+](C)=C1OCCC1(c2ccccc2)c3ccccc3,-2.526575134,0.0676,346.268
A-4688,QKBKGNDTLQFSEU-UHFFFAOYSA-N,FC(F)(F)C(Br)=C,-2.238585126,2.4573,174.947
A-4689,VLFBSPUPYFTTNF-UHFFFAOYSA-N,COc1ccc(CC(C)C=O)cc1,-2.24666187,2.0727,178.231
A-4690,YRDNVESFWXDNSI-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)NC(=O)C=C,-2.258829244,2.5034,183.295
A-4691,LVGUZGTVOIAKKC-UHFFFAOYSA-N,FCC(F)(F)F,-2.008727887,1.5182,102.03
A-4695,VYZCFAPUHSSYCC-UHFFFAOYSA-N,Cc1cc(N)c(cc1Cl)[S](O)(=O)=O,-2.345697125,1.47732,221.665
A-4699,LQKRYVGRPXFFAV-UHFFFAOYSA-N,CCOC(=O)C1OC1(C)c2ccccc2,-2.314375006,1.8637,206.241
A-4700,JKQOBWVOAYFWKG-UHFFFAOYSA-N,O=[Mo](=O)=O,-2.158172447,-0.3589,143.937
A-4701,XYOLLVHQNKFTLW-UHFFFAOYSA-M,[Na+].CCC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1,-2.687947003,0.0444,487.469
A-4703,CVINWVPRKDIGLL-UHFFFAOYSA-N,Nc1ccc(Cl)cc1C(F)(F)F,-2.293481376,2.941,195.571
A-4704,FFUAGWLWBBFQJT-UHFFFAOYSA-N,C[Si](C)(C)N[Si](C)(C)C,-2.210072377,2.2458,161.397
A-4707,WJQOZHYUIDYNHM-UHFFFAOYSA-N,CC(C)(C)c1ccccc1O,-2.189958914,2.6897,150.221
A-4709,XSNQECSCDATQEL-UHFFFAOYSA-N,CC(CCCC(C)(C)O)C=C,-2.221207241,2.7497,156.269
A-4711,BOPPSUHPZARXTH-UHFFFAOYSA-N,CC(Cc1ccc2OCOc2c1)C=O,-2.31343814,1.7928,192.214
A-4712,BSPCSKHALVHRSR-UHFFFAOYSA-N,CCC(C)Cl,-2.001263871,2.0237,92.569
A-4713,YJVFFLUZDVXJQI-UHFFFAOYSA-L,[Pd++].CC([O-])=O.CC([O-])=O,-2.3865009,-2.4901,224.508
A-4714,CZCBTSFUTPZVKJ-UHFFFAOYSA-N,CC1CCOC(C1)C=C(C)C,-2.224445792,2.7677,154.253
A-4715,YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,-2.160471866,2.1951,130.231
A-4716,SAXWRVSDVXCTEL-SOFGYWHQSA-N,CC\C(C)=C\CCC(C)=O,-2.192586036,2.7119,140.226
A-4717,QUMZGFZWXKDQFW-GDHRODDYSA-M,[Na+].CC/1=CC(=O)C=CC1=N/Nc2ccc(Nc3ccc(cc3[N+]([O-])=O)[S]([O-])(=O)=O)cc2,-2.699363586,0.0996,450.408
A-4718,CHTHALBTIRVDBM-UHFFFAOYSA-N,OC(=O)c1oc(cc1)C(O)=O,-2.239623736,0.676,156.093
A-4720,QAOJBHRZQQDFHA-UHFFFAOYSA-N,OC(=O)c1cccc(Cl)c1Cl,-2.331672919,2.6916,191.013
A-4722,VRLPHBSFRWMMPW-UHFFFAOYSA-N,Cc1cc(c(N)cc1Cl)[S](O)(=O)=O,-2.406177873,1.47732,221.665
A-4724,BFVHBHKMLIBQNN-UHFFFAOYSA-N,CC(=O)CC(=O)Nc1ccccc1Cl,-2.406536077,2.2576,211.648
A-4725,XEXHCQJRVMVJMY-UHFFFAOYSA-N,CC(=O)Oc1ccc(Br)cc1,-2.416604157,2.3744,215.046
A-4730,XVOPVUDUALAJCP-UHFFFAOYSA-N,CCCCC(CC)CO.CCCCC(CC)CC(CC)CO.CCCC(O)C(CC)CO.CCCC(C(CC)CO)C(CC)CO,-2.925284669,9.4121,665.138
A-4732,YFOOEYJGMMJJLS-UHFFFAOYSA-N,Nc1cccc2cccc(N)c12,-2.307122857,2.0042,158.204
A-4736,KAKZBPTYRLMSJV-UHFFFAOYSA-N,C=CC=C,-1.8668457,1.3584,54.092
A-4737,BQCWLXXZTCLGSZ-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1C#N)C(F)(F)F,-2.470773563,2.48528,216.118
A-4740,WETZJIOEDGMBMA-UHFFFAOYSA-L,[Pb++].[O-]c1c(cc(c([O-])c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-2.808391369,-0.8224,450.287
A-4741,PYLMCYQHBRSDND-SOFGYWHQSA-N,CCC\C=C(/CC)C=O,-2.255957874,2.3218,126.199
A-4742,LGYNIFWIKSEESD-UHFFFAOYSA-N,CCCCC(CC)C=O,-2.262840797,2.4017,128.215
A-4743,OILUAKBAMVLXGF-UHFFFAOYSA-N,CC(CC(O)=O)CC(C)(C)C,-2.354220979,2.5334,158.241
A-4744,VEMDQCGHZNXORX-UHFFFAOYSA-N,CC(=O)CC(=O)Nc1ccc2NC(=O)Nc2c1,-2.522680786,0.7738,233.227
A-4746,BCXSVFBDMPSKPT-UHFFFAOYSA-N,Nc1ccc2NC(=O)Nc2c1,-2.334782902,0.4384,149.153
A-4750,QUBNQDBPPTZYJL-UHFFFAOYSA-N,CCCCC1OC(C)CC(C)(C)O1,-2.45329736,3.1067,186.295
A-4751,BSMGLVDZZMBWQB-UHFFFAOYSA-N,CC(C)C(=O)c1ccccc1,-2.35661526,2.5253,148.205
A-4754,JFTUSFFYSRNFBA-UHFFFAOYSA-N,Nc1cc(cc(C(O)=O)c1O)[N+]([O-])=O,-2.490779033,0.5808,198.134
A-4755,WIEZTXFTOIBIOC-UHFFFAOYSA-L,N.N.[Cl-].[Cl-].[Pd++],-2.52573978,-5.6705,211.388
A-4756,BVQYIDJXNYHKRK-UHFFFAOYSA-N,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,-2.892356214,4.9934,468.282
A-4757,GWSQAGVGSHXRJK-UHFFFAOYSA-N,CN[S](=O)(=O)c1cc(OC)c(N)cc1C,-2.576943359,0.49392,230.289
A-4758,QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1,-2.391400814,2.6897,150.221
A-4762,WZUZDBPJFHQVJC-UHFFFAOYSA-N,ClCC(Cl)C(Cl)=C,-2.424454207,2.5851,159.443
A-4764,HCRBXQFHJMCTLF-UHFFFAOYSA-N,CCOC(=O)C(C)CC,-2.336416369,1.5956,130.187
A-4767,YKFKEYKJGVSEIX-UHFFFAOYSA-N,CC(C)(C)C1CCC(=O)CC1,-2.417381608,2.7918,154.253
A-4768,DTGKSKDOIYIVQL-NQMVMOMDSA-N,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,-2.420558395,2.1935,154.253
A-4769,SDYWXFYBZPNOFX-UHFFFAOYSA-N,Nc1ccc(Cl)c(Cl)c1,-2.446137954,2.5756,162.019
A-4770,MHJAJDCZWVHCPF-UHFFFAOYSA-L,[Mg++].O[P]([O-])([O-])=O,0.264188022,-2.5734,120.283
A-4771,SCABKEBYDRTODC-UHFFFAOYSA-N,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,-2.882184886,3.2998,434.57
A-4775,CHLICZRVGGXEOD-UHFFFAOYSA-N,COc1ccc(C)cc1,-2.339542101,2.00362,122.167
A-4776,AFZZFBZPHUDOLV-UHFFFAOYSA-N,C(CNc1cccc2ccccc12)CN3CCOCC3,-2.702803349,2.974,270.376
A-4778,LLEMOWNGBBNAJR-UHFFFAOYSA-N,Oc1ccccc1c2ccccc2,-2.506711754,3.0592,170.211
A-4779,BGRKGHSKCFAPCL-UHFFFAOYSA-N,CCC(C)(C)c1ccccc1O,-2.49122422,3.0798,164.248
A-4780,GFKCWAROGHMSTC-UHFFFAOYSA-N,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC,-2.792947984,2.303,326.538
A-4782,MUOITVAMHSVXLO-IMSYWVGJSA-N,C[C@@H]1[C@@H](CN)C[C@H]2C[C@@H]1C2(C)C,-2.515915381,2.2634,167.296
A-4785,YGFGZTXGYTUXBA-UHFFFAOYSA-N,CC(CCC=C(C)C)C=O,-2.447858542,2.5678,140.226
A-4786,KCXVZYZYPLLWCC-UHFFFAOYSA-N,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-2.766775599,-2.0712,292.244
A-4787,LOUPRKONTZGTKE-VOMFEXJBSA-N,COc1ccc2nccc([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)c2c1,-2.81214297,3.1732,324.424
A-4788,LOUPRKONTZGTKE-LHHVKLHASA-N,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-2.81214297,3.1732,324.424
A-4790,BACYUWVYYTXETD-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(C)CC(O)=O,-2.734641439,3.4503,271.401
A-4792,AEEGJNJYJCGJFZ-LURJTMIESA-N,CC(C)COC(=O)[C@H](C)Cl,-2.51754425,1.8129,164.632
A-4795,VLUMOWNVWOXZAU-CLFYSBASSA-N,C/C(C=O)=C/c1ccccc1,-2.474718615,2.2888,146.189
A-4798,JRIATCFPZFOVNP-UHFFFAOYSA-N,CC(C)=CC1CC(=C)CCO1,-2.510422359,2.6878,152.237
A-4801,HZPKNSYIDSNZKW-UHFFFAOYSA-N,CCCC(C)C(=O)OCC,-2.489690542,1.9857,144.214
A-4802,SJMYWORNLPSJQO-UHFFFAOYSA-N,CC(=C)C(=O)OC(C)(C)C,-2.486375508,1.9042,142.198
A-4803,UZKWTJUDCOPSNM-UHFFFAOYSA-N,CCCCOC=C,-2.33794082,1.9466,100.161
A-4807,IPRJXAGUEGOFGG-UHFFFAOYSA-N,CCCCN[S](=O)(=O)c1ccccc1,-2.675782414,1.765,213.302
A-4808,NETOHYFTCONTDT-UHFFFAOYSA-N,CC1(C)CCCC(C)(O1)C=C,-2.535987278,2.9102,154.253
A-4810,QUDAPQXQGBIUAR-UHFFFAOYSA-N,CC1=Nc2ccc(cc2C1(C)C)C(O)=O,-2.662589054,2.7684,203.241
A-4812,AKIIJALHGMKJEJ-UHFFFAOYSA-N,CC1CCCCC1OC(C)=O,-2.550297857,2.1282,156.225
A-4815,BFCFYVKQTRLZHA-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1Cl,-2.563966491,2.2482,157.556
A-4816,FECDACOUYKFOOP-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C(C)O,-2.67352571,2.1268,202.294
A-4817,QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1,-2.568561457,2.4491,157.01
A-4819,REHXRBDMVPYGJX-UHFFFAOYSA-H,[F-].[F-].[F-].[F-].[F-].[F-].[Na+].[Na+].[Na+].[Al+3],-2.698845903,-27.3448,209.94
A-4821,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc(cc1)[N+]([O-])=O,-2.514943789,1.90322,137.138
A-4822,SCCDQYPEOIRVGX-UHFFFAOYSA-N,COc1cc(CC=C)ccc1OC(C)=O,-2.701591149,2.349,206.241
A-4823,BKOOMYPCSUNDGP-UHFFFAOYSA-N,CC=C(C)C,-2.233150945,1.9725,70.135
A-4824,NKUOWQPBYUKRIM-ZWNOBZJWSA-N,OC[C@@H]1CO[C@](Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-2.905955068,1.8456,330.171
A-4825,SOGAXMICEFXMKE-UHFFFAOYSA-N,CCCCOC(=O)C(C)=C,-2.544367455,1.9058,142.198
A-4826,ITVGXXMINPYUHD-CUVHLRMHSA-N,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O,-3.185103531,-1.342,612.581
A-4828,BODRLKRKPXBDBN-UHFFFAOYSA-N,CC(CCO)CC(C)(C)C,-2.557079916,2.4411,144.258
A-4829,MZDBQSFPAMTTIS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1[N+]([O-])=O,-2.637377139,1.9538,173.555
A-4830,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,-2.449320235,2.34,112.559
A-4831,VRHAQNTWKSVEEC-UHFFFAOYSA-N,CCOC(=O)N1C(=O)c2ccccc2C1=O,-2.738772633,1.4391,219.196
A-4835,OXYRENDGHPGWKV-UHFFFAOYSA-N,CC(CCO)CCc1ccccc1,-2.660025838,2.6377,178.275
A-4836,RUPBZQFQVRMKDG-UHFFFAOYSA-M,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,-2.967747126,4.3482,362.086
A-4837,TTXIFFYPVGWLSE-UHFFFAOYSA-P,Fc1ccc(cc1)C([NH+]2CC[NH2+]CC2)c3ccc(F)cc3,-2.878601076,0.5161,290.357
A-4839,XZTOTRSSGPPNTB-UHFFFAOYSA-N,Nc1nc(N)nc(N)n1.O[P](O)(=O)O[P](O)(O)=O,-2.90897944,-2.1934,304.096
A-4842,SCZQUWZLEIYDBD-UHFFFAOYSA-N,Cc1ccc(NCCO)c(c1)[N+]([O-])=O,-2.747405168,1.30742,196.206
A-4845,VGIYPVFBQRUBDD-UHFFFAOYSA-N,C=COC1CCCCC1,-2.582541974,2.4792,126.199
A-4846,MWZJGRDWJVHRDV-UHFFFAOYSA-N,C=COCCCCOC=C,-2.64774351,2.0868,142.198
A-4849,HBZVNWNSRNTWPS-UHFFFAOYSA-N,Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,-2.883311239,1.3743,239.252
A-4851,NPHMJNPFGARTFL-UHFFFAOYSA-L,[Na+].[Na+].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-3.264264374,-3.3154,551.297
A-4852,ZVBGUWYOZNSIJF-UHFFFAOYSA-N,CCc1ccc(CC)cc1.CC(C)c2ccccc2.Cc3ccccc3.Cc4cc(C)cc(C)c4.C5CCc6ccccc6C5.C7Cc8ccccc8C7.C9C=Cc%10ccccc9%10.c%11ccccc%11.c%12ccc%13ccccc%13c%12,-3.539740421,21.75128,1039.589
A-4853,KXUYVAICGNQKKK-UHFFFAOYSA-N,CCCCC.CCc1ccccc1.Cc2ccccc2.Cc3cccc(C)c3.C4CCCC4,-3.172955944,10.69446,446.763
